port_locode,country_code,location_code,port_name,function,status,coordinates
DZMOS,DZ,MOS,Mostaganem,1-------,QQ,
DZORN,DZ,ORN,Oran,1--4----,AI,
DZROU,DZ,ROU,Rouiba,1----6--,RL,3644N 00317E
DZSKI,DZ,SKI,Skikda (ex Philippeville),1--4----,AI,
DZTBS,DZ,TBS,Tebessa,1----6--,RL,3524N 00807E
DZTEN,DZ,TEN,Ténès,1-------,RL,3631N 00119E
DZTLM,DZ,TLM,Tlemcen,1234-6--,RL,3452N 00118W
ECAYO,EC,AYO,"Puerto Ayora, Isla Santa Cruz",1-------,AI,0045S 09019W
ECBAQ,EC,BAQ,Puerto Baquerizo Moreno,1-------,AI,0054S 08936W
ECBHA,EC,BHA,Bahía de Caráquez,1--4----,AI,0033S 08030W
ECBLI,EC,BLI,Bartolome Island,1-------,RL,0017S 09033W
ECCAR,EC,CAR,Pedro Carbo,1-3-----,RL,
ECCAT,EC,CAT,Caleta Tagus,1-------,RL,0015S 09122W
ECDUN,EC,DUN,Durán,1-------,RL,0212S 07950W
ECEBL,EC,EBL,Balao,1-------,AI,
ECESM,EC,ESM,Esmeraldas,1--4----,AI,0059N 07942W
ECESP,EC,ESP,Espanola Island,1-------,RL,0123S 08941W
ECFLO,EC,FLO,Floreana Island,1-------,RL,0118S 09026W
ECGUA,EC,GUA,Guayas,1----6--,RL,0058S 07933W
ECGYE,EC,GYE,Guayaquil,1--45---,AI,0210S 07954W
ECLLD,EC,LLD,La Libertad,1-------,AI,0214S 08054W
ECLPT,EC,LPT,La Puntilla,1-3--6--,RL,0209S 07952W
ECMEC,EC,MEC,Manta,1--4----,AI,0057S 08044W
ECOCC,EC,OCC,Coca,1-34-6--,RL,0029S 07658W
ECPBG,EC,PBG,Puerto Balao Grande,1-------,RL,0254S 07950W
ECPBO,EC,PBO,Puerto Bolívar,1-------,AI,0316S 07959W
ECPEG,EC,PEG,Puerto Egas,1-------,RL,0014S 09051W
ECPEV,EC,PEV,Puerto Nuevo,1----6--,RL,0213S 07955W
ECPSJ,EC,PSJ,Posorja,1-3--6--,RL,0242S 08015W
ECPUN,EC,PUN,Puná,1-3-----,RL,0244S 07955W
ECRAB,EC,RAB,Rabida Island,1-------,RL,0025S 09042W
ECSLR,EC,SLR,San Lorenzo,1-------,AI,0115N 07850W
ECSNC,EC,SNC,Salinas,1-------,AI,0213S 08058W
ECSYM,EC,SYM,Seymour,1-------,AI,0025S 09017W
ECTEP,EC,TEP,Tepre,1-------,RL,
ECVIL,EC,VIL,"Puerto Villamil, Isla Isabela",1-------,AI,0056S 09101W
ECZTL,EC,ZTL,Zapotal,1----6--,RL,0219S 08032W
EEABJ,EE,ABJ,Abaja Sadam,1-------,AA,5822N 02201E
EEABR,EE,ABR,Abruka,1-------,AA,5810N 02232E
EEADV,EE,ADV,Admirali Väikesadam,1-------,AA,5832N 02341E
EEAEN,EE,AEN,Aegna,1-------,AA,5934N 02445E
EEAHO,EE,AHO,Ahoi Jõesadam,1-------,AA,5813N 02222E
EEAKS,EE,AKS,Alajõe Kalasadam,1-------,AA,5900N 02726E
EEASE,EE,ASE,Aseri,1-3-----,RL,5927N 02652E
EEASV,EE,ASV,Aseri Väikesadam,1-------,AA,5927N 02652E
EEATL,EE,ATL,Atla,1-------,AA,5818N 02154E
EEBEK,EE,BEK,Bekkeri,1------B,AA,5927N 02439E
EEDIR,EE,DIR,Dirhami,1------B,AA,5913N 02330E
EEEIS,EE,EIS,Eisma,1-------,RL,5934N 02618E
EEHAA,EE,HAA,Haapsalu,123-----,RL,5856N 02332E
EEHII,EE,HII,Hiiessaare,1-------,AA,5900N 02251E
EEHLD,EE,HLD,Haldi,1-------,AA,5848N 02227E
EEHLT,EE,HLT,Heltermaa,1------B,AA,5852N 02303E
EEHRA,EE,HRA,Hara Sadam,1-------,AA,5905N 02332E
EEHRS,EE,HRS,Hara Sadam,1-------,AA,5935N 02537E
EEHUN,EE,HUN,Hundipea,1-------,AA,5928N 02443E
EEHVV,EE,HVV,Haapsalu Veskiviigi,1-------,AA,5858N 02332E
EEJAP,EE,JAP,Japsi Kalasadam,1-------,AA,5823N 02429E
EEJEP,EE,JEP,Jõe Paadisadam,1-------,AA,5822N 02644E
EEJGP,EE,JGP,Jaagupi,1-------,AA,5802N 02428E
EEJHT,EE,JHT,Juheta,1-------,AA,5823N 02417E
EEJKR,EE,JKR,Jõekääru,1-------,AA,5859N 02711E
EEJOS,EE,JOS,Narva Linnasadam,1-------,RL,5923N 02812E
EEKAK,EE,KAK,Kakumäe,1-------,AA,5927N 02436E
EEKAL,EE,KAL,Kalana,1-------,AA,5855N 02203E
EEKAM,EE,KAM,Kalmaküla Sadam,1-------,AA,5853N 02658E
EEKAP,EE,KAP,Karlova Paadisadam,1-------,RL,5822N 02645E
EEKAS,EE,KAS,Kalasadam,1-------,AA,5927N 02445E
EEKBN,EE,KBN,Kaberneeme Sadam,1-------,AA,5931N 02517E
EEKDL,EE,KDL,Kärdla,1--4----,AI,5900N 02245E
EEKDR,EE,KDR,Kudruküla Sadam,1-------,AA,5927N 02905E
EEKEJ,EE,KEJ,Kesse-Jaani,1-------,AA,5838N 02327E
EEKEL,EE,KEL,Kelvingi,1-------,AA,5933N 02450E
EEKGS,EE,KGS,Kõiguste,1-------,AA,5822N 02258E
EEKGV,EE,KGV,Koguva,1-------,AA,5836N 02304E
EEKHN,EE,KHN,Kihnu,1-------,AA,5808N 02401E
EEKII,EE,KII,Kiideva,1-------,RL,5846N 02332E
EEKJK,EE,KJK,Kalevi Jahtklubi,1-------,AA,5928N 02450E
EEKKE,EE,KKE,Kurkse,1-------,AA,5916N 02401E
EEKKS,EE,KKS,Kassari Sadam,1-------,AA,5846N 02250E
EEKLD,EE,KLD,Kaldu,1-------,AA,5827N 02316E
EEKLE,EE,KLE,Kallaste,1-3-----,AA,5839N 02316E
EEKLK,EE,KLK,Koljunuki,1-------,AA,5930N 02505E
EEKLL,EE,KLL,Kallaste,1-3-----,AA,5839N 02709E
EEKLN,EE,KLN,Kelnase,1-------,AA,5938N 02501E
EEKLR,EE,KLR,Kallaste Rannasadam,1-------,AA,5840N 02710E
EEKND,EE,KND,Kunda,1------B,AA,5931N 02632E
EEKNG,EE,KNG,Kungla,1-------,AA,5821N 02257E
EEKOL,EE,KOL,Kolkja,1-------,RL,5833N 02713E
EEKPA,EE,KPA,Karepa Sadam,1-------,AA,5933N 02625E
EEKRG,EE,KRG,Kõrgessaare,1-------,AA,5858N 02228E
EEKSA,EE,KSA,Kärsa,1-------,AA,5815N 02244E
EEKSN,EE,KSN,Kastna,1-------,AA,5820N 02355E
EEKSP,EE,KSP,Kaunispe,1-------,AA,5803N 02204E
EEKUG,EE,KUG,Narva Kulgu Sadam,1-------,RL,5921N 02810E
EEKUI,EE,KUI,Kuivastu,1------B,AA,5834N 02323E
EEKUR,EE,KUR,Kuressaare sadam,1------B,AA,5815N 02228E
EEKVI,EE,KVI,Kaavi Paadisadam,1-------,AA,5759N 02212E
EEKVR,EE,KVR,Kavaru,1-------,AA,5816N 02410E
EELAN,EE,LAN,Lääne,1-------,AA,5832N 02341E
EELAO,EE,LAO,Lao,1-------,AA,5814N 02407E
EELAT,EE,LAT,Läätsa,1-------,AA,5808N 02215E
EELAU,EE,LAU,Lautri,1-------,AA,5855N 02205E
EELEN,EE,LEN,Lennusadam,1-------,AA,5927N 02444E
EELEP,EE,LEP,Leppneeme,1-3-----,AA,5932N 02451E
EELHK,EE,LHK,Lehtma Kalurisadam,1-------,AA,5904N 02242E
EELHS,EE,LHS,Lahesuu,1-3----B,AA,5927N 02442E
EELHT,EE,LHT,Lehtma,1------B,AA,5904N 02242E
EELIN,EE,LIN,Lindi,1-------,AA,5820N 02417E
EELIU,EE,LIU,Liu,1-------,AA,5817N 02416E
EELKS,EE,LKS,Laaksaare,1-------,AA,5820N 02725E
EELMA,EE,LMA,Lõmala,1-------,AA,5810N 02207E
EELNR,EE,LNR,Lõunaranna,1-------,AA,5832N 02319E
EELPN,EE,LPN,Leppneeme Kalasadam,1-------,AA,5933N 02452E
EELPS,EE,LPS,Lõpesuu,1-------,AA,5829N 02316E
EELSA,EE,LSA,Loksa,1------B,AA,5935N 02542E
EELSL,EE,LSL,Lohusalu,1------B,AA,5924N 02413E
EELUI,EE,LUI,Luige Väikesadam,1-------,AA,5852N 02329E
EEMAH,EE,MAH,Mahu Sadam,1-------,RL,5931N 02343E
EEMAN,EE,MAN,Manilaiu,1-------,AA,5913N 02408E
EEMDR,EE,MDR,Miiduranna,1------B,AA,5930N 02449E
EEMEH,EE,MEH,Mehikoorma Sadam,1-------,AA,5814N 02729E
EEMIH,EE,MIH,Mihkli Sadam,1-------,AA,5847N 02659E
EEMNI,EE,MNI,Männi,1-------,AA,5831N 02340E
EEMNT,EE,MNT,Mõntu,1------B,AA,5757N 02208E
EEMNV,EE,MNV,Mõntu Väikelaevade Sadam,1-------,AA,5757N 02207E
EEMRL,EE,MRL,Merelaiu,1-------,AA,5818N 02401E
EEMRS,EE,MRS,Meeruse,1------B,AA,5927N 02440E
EEMTV,EE,MTV,Mustvee,1-------,AA,5851N 02657E
EEMUG,EE,MUG,Muuga,1------B,AA,5930N 02458E
EEMUN,EE,MUN,Munalaiu,1-------,AA,5814N 02407E
EEMUR,EE,MUR,Muratsi Sadam,1-------,AA,5814N 02235E
EENAI,EE,NAI,Naissaare,1------B,AA,5933N 02433E
EENAS,EE,NAS,Nasva,1------B,AA,5813N 02224E
EENJD,EE,NJD,Nasva Jõesadam,1-------,AA,5814N 02223E
EENJS,EE,NJS,Narva-Jõesuu Sadam,1-------,AA,5928N 02803E
EENME,EE,NME,Neeme,1-------,AA,5932N 02510E
EENOB,EE,NOB,Noblessneri,1-------,AA,5927N 02444E
EENRM,EE,NRM,Nurme,1-------,AA,5935N 02447E
EENST,EE,NST,Naistlaiu Sadam,1-------,AA,5849N 02302E
EENVA,EE,NVA,Nõva Sadam,1-------,AA,5915N 02340E
EEOIU,EE,OIU,Oiu,1-------,AA,5824N 02559E
EEOMR,EE,OMR,Omedu Rand,1-------,AA,5847N 02659E
EEORI,EE,ORI,Orissaare,1-------,AA,5834N 02306E
EEORJ,EE,ORJ,Orjaku,1-------,AA,5847N 02246E
EEOSM,EE,OSM,Osmussaare Sadam,1-------,AA,5917N 02325E
EEOST,EE,OST,Österby,1-------,AA,5859N 02331E
EEOTI,EE,OTI,Oti,1-------,AA,5934N 02448E
EEOTS,EE,OTS,Otsa,1-------,AA,5839N 02710E
EEPAA,EE,PAA,Paatsalu,1-------,AA,5831N 02341E
EEPAP,EE,PAP,Papissaare Sadam,1-------,AA,5822N 02159E
EEPAR,EE,PAR,Patareisadam,1-3----B,AA,5927N 02445E
EEPAS,EE,PAS,Paljassaare,1------B,AA,5927N 02442E
EEPHL,EE,PHL,Pihelgalaiu,1-------,AA,5827N 02340E
EEPIR,EE,PIR,Pirita,1------B,AA,5928N 02449E
EEPLN,EE,PLN,Paldiski Põhjasadam,1------B,AA,5921N 02403E
EEPLS,EE,PLS,Paldiski Lõunasadam,1------B,AA,5920N 02405E
EEPRE,EE,PRE,Piirissaare Sadam,1-------,AA,5823N 02731E
EEPRI,EE,PRI,Peerni,1-------,AA,5815N 02408E
EEPRJ,EE,PRJ,Purtse Jahisadam,1-------,AA,5926N 02659E
EEPRK,EE,PRK,Purtse Kalasadam,1-------,AA,5926N 02659E
EEPRL,EE,PRL,Prangli Lõunasadam,1-------,AA,5937N 02500E
EEPRN,EE,PRN,Pärnu,1------B,AA,5823N 02430E
EEPRV,EE,PRV,Pärnu Sadama Väikesadam,1-------,AA,5823N 02429E
EEPSM,EE,PSM,Pae Sadam,1-------,AA,5829N 02316E
EEPSV,EE,PSV,Paslepa-Viigi Sadam,1-------,AA,5901N 02326E
EEPUR,EE,PUR,Purtse,1-3-----,AA,5925N 02700E
EEPUS,EE,PUS,Pusi,1-------,AA,5838N 02709E
EEPVS,EE,PVS,Piirivalvesadam,1-------,AA,5927N 02440E
EERAJ,EE,RAJ,Raja,1-------,AA,5850N 02657E
EERBS,EE,RBS,Rebase Paadisadam,1-------,AA,5822N 02645E
EERGR,EE,RGR,Roograhu,1-------,AA,5900N 02249E
EERHK,EE,RHK,Rohuküla,1------B,AA,5854N 02326E
EERJS,EE,RJS,Ristna Jahisadam,1-------,AA,5855N 02204E
EERLB,EE,RLB,Rälby Sadam,1-------,AA,5902N 02317E
EERLS,EE,RLS,Ristna Lõunasadam,1-------,AA,5855N 02204E
EERMS,EE,RMS,Roomassaare,1------B,AA,5813N 02230E
EERNG,EE,RNG,Ringsu,1-3----B,AA,5747N 02316E
EERNM,EE,RNM,Rannametsa,1-------,AA,5807N 02429E
EERNV,EE,RNV,Rohuneeme Väikesadam,1-------,AA,5934N 02448E
EERON,EE,RON,Rohuneeme,1-3-----,AA,5934N 02448E
EEROO,EE,ROO,Roopa,1-------,AA,5816N 02152E
EERPI,EE,RPI,Räpina,1-------,AA,5808N 02732E
EERST,EE,RST,Ristna,1-3-----,AA,5916N 02344E
EERUV,EE,RUV,Ruhve,1-------,AA,5823N 02302E
EERVS,EE,RVS,Remniku Vanasadam,1-------,AA,5901N 02733E
EESAM,EE,SAM,Salmistu,1-------,AA,5930N 02522E
EESAS,EE,SAS,Sassukvere,1-------,AA,5843N 02708E
EESGS,EE,SGS,Saaga Sadam,1-------,AA,5823N 02659E
EESHL,EE,SHL,Suur-Holmi,1-------,AA,5858N 02332E
EESIG,EE,SIG,Sigatsuaru Väikesadam,1-------,AA,5809N 02400E
EESLE,EE,SLE,Salme Jõesadam,1-------,AA,5810N 02215E
EESLM,EE,SLM,Sillamäe,123----B,AA,5925N 02744E
EESLN,EE,SLN,Salinõmme,1-------,AA,5850N 02257E
EESMA,EE,SMA,Saaremaa sadam,1-3----B,AA,5832N 02214E
EESNK,EE,SNK,Salinõmme Kalasadam,1-------,AA,5850N 02257E
EESNP,EE,SNP,Salinõmme Paadisadam,1-------,AA,5859N 02257E
EESOE,EE,SOE,Soela,1-------,AA,5837N 02236E
EESRA,EE,SRA,Saarepera,1-------,AA,5810N 02730E
EESRU,EE,SRU,Sõru,1------B,AA,5842N 02232E
EESRV,EE,SRV,Sõru Väikelaevasadam,1-------,RL,5842N 02231E
EESSO,EE,SSO,Soo,1-------,AA,5843N 02707E
EESUA,EE,SUA,Suaru,1-------,AA,5808N 02401E
EESUK,EE,SUK,Suaru Kalasadam,1-------,AA,5808N 02400E
EESUL,EE,SUL,Suur-Lootsi,1-------,RL,5928N 02803E
EESUR,EE,SUR,Suurpea,1-------,AA,5938N 02541E
EESUS,EE,SUS,Suursadam,1-------,AA,5858N 02255E
EESVI,EE,SVI,Sviby,1-------,AA,5858N 02319E
EESVS,EE,SVS,Saastna Vanasadam,1-------,AA,5844N 02334E
EETAL,EE,TAL,Taaliku Sadam,1-------,AA,5836N 02259E
EETGI,EE,TGI,Triigi,1-------,AA,5836N 02243E
EETIL,EE,TIL,Tilgu,1-------,AA,5927N 02429E
EETJA,EE,TJA,Turja Sadam,1-------,AA,5820N 02256E
EETJS,EE,TJS,Tori Jõesadam,1-------,AA,5815N 02228E
EETLL,EE,TLL,Tallinn,12345---,AI,5926N 02444E
EETLT,EE,TLT,Tuletorni,1-------,AA,5847N 02246E
EETLV,EE,TLV,Talvesadam,1-------,AA,5823N 02430E
EETMA,EE,TMA,Tärkma,1-------,AA,5841N 02236E
EETMN,EE,TMN,Tammneeme Sadam,1-------,AA,5931N 02453E
EETOI,EE,TOI,Toila,1-3-----,RL,5926N 02732E
EETPL,EE,TPL,Tapurla,1-3-----,AA,5936N 02534E
EETRE,EE,TRE,Treimani,1-------,AA,5755N 02423E
EETRU,EE,TRU,Turusadam,1-------,AA,5822N 02644E
EETRV,EE,TRV,Tarvastu,1-------,AA,5815N 02558E
EEUIS,EE,UIS,Uisusadam,1-------,AA,5833N 02305E
EEURE,EE,URE,Kuressaare,1-34----,AI,5815N 02230E
EEURG,EE,URG,Ürgoru Paadisadam,1-------,AA,5822N 02659E
EEVAN,EE,VAN,Vanasadam,1------B,AA,5927N 02446E
EEVAR,EE,VAR,Värssu,1-------,AA,5856N 02257E
EEVDU,EE,VDU,Võidu,1-------,AA,5819N 02401E
EEVEB,EE,VEB,Vene-Balti,1-3----B,AI,5927N 02439E
EEVEE,EE,VEE,Veere,1------B,AA,5828N 02203E
EEVER,EE,VER,Vergi,1-------,AA,5836N 02606E
EEVIK,EE,VIK,Vikati Sadam,1-------,AA,5822N 02152E
EEVIN,EE,VIN,Viinistu Sadam,1-------,AA,5939N 02545E
EEVIR,EE,VIR,Virtsu,1------B,AA,5835N 02331E
EEVIS,EE,VIS,Virtsu Kalasadam,1-------,AA,5835N 02331E
EEVLR,EE,VLR,Valmeranna,1-------,AA,5830N 02314E
EEVNA,EE,VNA,Vasknarva,1-3-----,AA,5900N 02744E
EEVNJ,EE,VNJ,Varnja Sadam,1-------,AA,5829N 02715E
EEVOI,EE,VOI,Võiste,1-------,AA,5813N 02428E
EEVOK,EE,VOK,Võõpsu Külasadam,1-------,AA,5804N 02733E
EEVOP,EE,VOP,Võõpsu,1-------,AA,5805N 02733E
EEVOS,EE,VOS,Võsu,1-------,RL,5935N 02558E
EEVPA,EE,VPA,Vahtrepa Sadam,1-------,RL,5853N 02301E
EEVPS,EE,VPS,Varbla Puhkeküla,1-------,RL,5826N 02341E
EEVRA,EE,VRA,Värska Sadam,1-------,AA,5757N 02737E
EEVRI,EE,VRI,Värati,1-------,AA,5819N 02359E
EEVRK,EE,VRK,Võrkaia,1-------,AA,5841N 02312E
EEVRS,EE,VRS,Varese Sadam,1-------,RL,5835N 02224E
EEVSG,EE,VSG,Vana-Sauga Sadam,1-------,AA,5823N 02429E
EEVTR,EE,VTR,Väike-Turu,1-------,AA,5823N 02644E
EEVUS,EE,VUS,Vasknarva Uussadam,1-------,AA,5901N 02744E
EEVVM,EE,VVM,Veere Vanasadam,1-------,AA,5828N 02203E
EEVVN,EE,VVN,Vasknarva Paadisadam,1-------,AA,5900N 02744E
EEVVS,EE,VVS,Virtsu Vanasadam,1-------,AA,5835N 02334E
EEWJS,EE,WJS,Westmeri Jahisadam,1-------,AA,5858N 02332E
EEWST,EE,WST,Westmeri,1-------,AA,5858N 02331E
EGADA,EG,ADA,Al Adabiyah,123-----,RL,2952N 03228E
EGAGN,EG,AGN,Abu Ghosoun,1-3-----,AA,2427N 03512E
EGAIS,EG,AIS,Ain Sukhna,1-------,RL,
EGAKI,EG,AKI,Abu Kir,1-------,RL,
EGALY,EG,ALY,El Iskandariya (Alexandria),1--45---,AI,3111N 02955E
EGAQU,EG,AQU,Al Qusayr,1-3-----,RL,2606N 03417E
EGARY,EG,ARY,Al Amriyah,1-3-----,AS,3135N 03058E
EGAUE,EG,AUE,Abu Rudeis,1--4----,AI,
EGAZA,EG,AZA,Abu Zenimah,1-------,RL,2903N 03306E
EGBGB,EG,BGB,Atakka Dry Port,1-------,RL,3206N 03300E
EGDAM,EG,DAM,Dumyat (Damietta),1234----,RL,3125N 03149E
EGDOM,EG,DOM,Dome Marina,1-3-----,AA,2926N 03229E
EGEDK,EG,EDK,El Dekheila,1-------,RL,
EGEPP,EG,EPP,Marsa Egyptian Propylene & Polypropylene,1-3-----,AA,3118N 03209E
EGGAL,EG,GAL,Galala Marina,1-3-----,AA,2928N 03226E
EGGEI,EG,GEI,Geisum Terminal,1-------,RL,
EGGLB,EG,GLB,Port Ghalib,1-3-----,AA,2532N 03438E
EGGUA,EG,GUA,El-Guna (El Gouna),1-3-----,RL,2723N 03340E
EGHAM,EG,HAM,Hamrawein,1-------,RL,
EGHRG,EG,HRG,Hurghada,1-------,AI,
EGIKU,EG,IKU,Idku,123-----,RL,3118N 03018E
EGMAH,EG,MAH,Mersa El Hamra,1-------,QQ,
EGMEA,EG,MEA,Porto Marina El Alamein,1-3-----,AA,3049N 02859E
EGNUW,EG,NUW,Nuwaiba,1-------,AI,2858N 03439E
EGOPT,EG,OPT,Marsa Oriental Petrochemicals,1-3-----,AA,2941N 03221E
EGPIB,EG,PIB,Port Ibrahim,1-------,QQ,
EGPSD,EG,PSD,Port Said,1--4----,AI,
EGPSE,EG,PSE,Port Said East,123--6--,AA,3113N 03221E
EGPTK,EG,PTK,Port Tewfik,1-------,QQ,
EGRAB,EG,RAB,Ras Budran,1-------,RL,2856N 03307E
EGRAG,EG,RAG,Ras Gharib,1-------,QQ,
EGRSH,EG,RSH,Ras Shukheir,1-------,QQ,
EGRSU,EG,RSU,Ras Sudr,1-------,RL,2936N 03240E
EGSBY,EG,SBY,Soma Bay Marina,1-3-----,AA,2651N 03359E
EGSGA,EG,SGA,Safaga,1-------,QQ,
EGSIN,EG,SIN,South Sinai (Ganoub Sinai),1----6--,RL,2952N 03360E
EGSOK,EG,SOK,Sokhna Port,1-------,RL,2939N 03221E
EGSSH,EG,SSH,Sharm ash Shaykh,1--4----,AI,2752N 03417E
EGSUZ,EG,SUZ,As Suways (Suez),1-3-----,RL,2958N 03231E
EGTOR,EG,TOR,El Tor,1-------,RL,2814N 03337E
EGWAF,EG,WAF,Wadi Feiran,1-------,QQ,
EHEAI,EH,EAI,Ejbei Uad el Aabd,1-3-----,RL,2709N 01312W
ERASA,ER,ASA,Assab,1-34----,AI,1300N 04244E
ERMSW,ER,MSW,Massawa (Mitsiwa),1234----,AI,1536N 03927E
ES2BL,ES,2BL,Lloseta,1----6--,RL,3943N 00252E
ES2TT,ES,2TT,Ametlla,1----6--,AA,4134N 00115E
ES2VA,ES,2VA,Vallecillo,1----6--,AA,4221N 00512W
ES4SS,ES,4SS,Santurtz,1-3-----,RL,4319N 00301W
ES8TC,ES,8TC,Rejected,1-3-----,RL,3728N 00049W
ESAAQ,ES,AAQ,Santiago del Campo,1-3-----,RL,3938N 00622W
ESAAW,ES,AAW,Sa Canal,1-------,AA,3850N 00123E
ESABH,ES,ABH,Abanto,1-------,RL,4319N 00430W
ESACA,ES,ACA,Alcanar,1-3-----,RL,4033N 00029E
ESACE,ES,ACE,Lanzarote,1--4----,AI,2858N 01332W
ESACH,ES,ACH,Aceuchal,1-------,RL,
ESAD6,ES,AD6,Nuevo Baztán,1-3-----,RL,4022N 00315W
ESADR,ES,ADR,Adra,1-3-----,RL,3645N 00301W
ESADS,ES,ADS,Alameda de La Sagra,1-------,RL,
ESADT,ES,ADT,Alcaudete de la Jaya,12345-7-,RL,3947N 00452W
ESAGA,ES,AGA,Agaete,1-------,AA,2807N 01542W
ESAGD,ES,AGD,La Guardia,1-3-----,RL,4154N 00853W
ESAGG,ES,AGG,Argelaguer,1-------,RL,4213N 00239E
ESAGP,ES,AGP,Málaga,1--45---,AI,3643N 00425W
ESAGU,ES,AGU,Aguilas,1-------,RL,3724N 00135W
ESALA,ES,ALA,Villarreal de Álava,1234-6--,RL,4259N 00238W
ESALC,ES,ALC,Alicante,12345---,AI,
ESALG,ES,ALG,Algeciras,1-------,AI,
ESALT,ES,ALT,Algorta,123-----,RL,4321N 00301W
ESALX,ES,ALX,Almendricos,1----6--,RL,3728N 00147W
ESAMP,ES,AMP,Ampuero,123-----,RL,4321N 00325W
ESAMX,ES,AMX,Almorox,1-------,RL,4014N 00423W
ESARI,ES,ARI,Arguineguin,1-------,RL,
ESARN,ES,ARN,Arenys de Mar,1-------,RL,
ESARZ,ES,ARZ,Allaríz,1-3-----,RL,4211N 00748W
ESAS8,ES,AS8,Cabueñes,1-3-----,RL,4331N 00536W
ESASL,ES,ASL,Andosilla,1-3--6--,RL,4223N 00157W
ESATO,ES,ATO,El Astillero,123-----,RL,4324N 00349W
ESATQ,ES,ATQ,Ataquines,1-------,RL,4111N 00448W
ESAVS,ES,AVS,Aviles,1-------,AI,
ESAXO,ES,AXO,A Baiuca,1-3-----,RL,4318N 00830W
ESAYA,ES,AYA,Ayamonte,1-------,AI,
ESAYR,ES,AYR,Ayora,1-------,RL,3904N 00103W
ESB8C,ES,B8C,Bacáicoa,1-------,RL,4253N 00206W
ESBAT,ES,BAT,La Batlloria,123-----,RL,4143N 00233E
ESBBJ,ES,BBJ,Breña Baja,1-------,RL,2838N 01745W
ESBCN,ES,BCN,Barcelona,12345---,AI,
ESBDA,ES,BDA,Benegida,1-------,RL,3904N 00033W
ESBDF,ES,BDF,Barbate,1-3-----,AI,3611N 00555W
ESBDP,ES,BDP,Banyeres del Penedes,1----6--,RL,4106N 00131E
ESBEM,ES,BEM,Benidorm,1-------,RN,
ESBGG,ES,BGG,Berlanga,1----6--,RL,3817N 00549W
ESBGJ,ES,BGJ,Berguenda,1----6--,RL,4247N 00303W
ESBIO,ES,BIO,Bilbao,12345---,AI,4315N 00258W
ESBLA,ES,BLA,Blanes,1-------,RL,
ESBLR,ES,BLR,Begur,1-------,RL,4157N 00312E
ESBMO,ES,BMO,Benimodo,123-----,RL,3913N 00031W
ESBOA,ES,BOA,Boadilla del Monte,1-------,RL,
ESBOS,ES,BOS,Burgo de Osma,1-------,RL,4134N 00304W
ESBPM,ES,BPM,Porreras,1----6--,RL,3931N 00300E
ESBRL,ES,BRL,Burela,1-------,RL,
ESBRM,ES,BRM,Bermeo,123-----,AI,4326N 00243W
ESBRX,ES,BRX,Burriana,1-------,AI,
ESBS3,ES,BS3,Binissalem,1----6--,RL,3941N 00250E
ESBSL,ES,BSL,Bermiyo Sallago,1-------,RL,4122N 00606W
ESBU3,ES,BU3,Benicull,1-3-----,RL,3911N 00023W
ESBVN,ES,BVN,Buenavista del Norte,1-3-----,AA,2822N 01654W
ESC9A,ES,C9A,Calles,1-3-----,RL,3944N 00058W
ESCAD,ES,CAD,Cadiz,1-------,AI,
ESCAQ,ES,CAQ,Riudecanyes,1-3-----,RL,4107N 00057E
ESCAR,ES,CAR,Cartagena,123-----,AA,3736N 00059W
ESCAS,ES,CAS,Castellón de la Plana,123-----,AI,3959N 00002W
ESCBD,ES,CBD,Cambados,1-------,AI,
ESCBL,ES,CBL,Cambrils,123-----,RL,4104N 00104E
ESCBP,ES,CBP,Cabo de Palos,1-------,RL,3738N 00041W
ESCBS,ES,CBS,Cala Sabina,1-------,AI,
ESCBZ,ES,CBZ,Cabezuela,1-------,AI,
ESCC7,ES,CC7,Escorca,1----6--,RL,3949N 00251E
ESCCN,ES,CCN,Corcubión,1-------,AI,4257N 00911W
ESCCX,ES,CCX,Carcaixent,1-------,RL,3904N 00024W
ESCDI,ES,CDI,Carrizal,1-3-----,RL,2754N 01524W
ESCDK,ES,CDK,Las Casas de Alcanar,1-3-----,AA,4033N 00032E
ESCED,ES,CED,Cedeira,1-3-----,RL,4339N 00803W
ESCEE,ES,CEE,Cee,1-3--6--,RL,
ESCEL,ES,CEL,Celeiró,1-------,AI,4242N 00703W
ESCES,ES,CES,Capellades,1----6--,RL,4132N 00142E
ESCEU,ES,CEU,Ceuta,1-------,AI,
ESCFL,ES,CFL,Casillas Flores,1-------,RL,4023N 00645W
ESCGE,ES,CGE,Calonge,1-------,RL,4152N 00305E
ESCGG,ES,CGG,Campllong,1-------,RL,4153N 00249E
ESCGR,ES,CGR,Consuegra,1-------,RL,3928N 00336W
ESCHR,ES,CHR,Caleta de Sebo,1-------,RL,2914N 01330W
ESCHZ,ES,CHZ,Puebla de Sancho Pérez,1----6--,RL,3824N 00624W
ESCIV,ES,CIV,Ciervana,1-------,RL,
ESCJE,ES,CJE,Costa Adeje,1-------,RL,2804N 01645W
ESCNO,ES,CNO,Cariño,1-3-----,AI,4345N 00752W
ESCOI,ES,COI,Catoira,123-----,RL,4240N 00843W
ESCPA,ES,CPA,Campoamor,1-------,RL,3754N 00045W
ESCPL,ES,CPL,Campanillas,1-3--6--,RL,3643N 00432W
ESCQU,ES,CQU,Carranque,1-------,RL,4010N 00354W
